query_id,query_text,success,delta_type,latency_s,result_rows,prompt_tokens,completion_tokens,total_tokens,macro_f1,macro_precision,macro_recall,gt_result_count,matched_rows,is_agg,error
S1,"SELECT area, city_name, gdp FROM city",True,OFFLINE,0.008302450180053711,0,0,0,0,0.0,0.0,0.0,0,0,False,
S2,"SELECT nba_team, name, own_year FROM owner",True,OFFLINE,0.006459712982177734,0,0,0,0,0.0,0.0,0.0,0,0,False,
F1,"SELECT state_name, area, city_name FROM city WHERE area = 375.78",True,OFFLINE,0.0038700103759765625,0,0,0,0,0.0,0.0,0.0,0,0,False,
F2,"SELECT state_name, area, city_name FROM city WHERE area != 1314.80 AND population = 887642",True,OFFLINE,0.0028715133666992188,0,0,0,0,0.0,0.0,0.0,0,0,False,
F7,"SELECT age, nba_team, name FROM owner WHERE nba_team != 'Cleveland Cavaliers'",True,OFFLINE,0.003283262252807617,0,0,0,0,0.0,0.0,0.0,0,0,False,
F8,"SELECT age, nba_team, name FROM owner WHERE nba_team != 'Golden State Warriors' AND age >= 66",True,OFFLINE,0.0033609867095947266,0,0,0,0,0.0,0.0,0.0,0,0,False,
F13,"SELECT mvp_awards, draft_pick, fiba_world_cup FROM player WHERE fiba_world_cup <= 0",True,OFFLINE,0.0072100162506103516,1251,0,0,0,0.0,0.0,0.0,121,0,False,
F14,"SELECT position, nationality, age FROM player WHERE age < 91",True,OFFLINE,0.004374027252197266,1315,0,0,0,0.0,0.0,0.0,126,0,False,
F49,"SELECT founded_year, ownership, team_name FROM team WHERE ownership != '  '",True,OFFLINE,0.008572578430175781,30,0,0,0,0.0,0.0,0.0,24,0,False,
F50,"SELECT ownership, championship, founded_year FROM team WHERE founded_year < 1989",True,OFFLINE,0.004413604736328125,46,0,0,0,0.0,0.0,0.0,25,0,False,
A1,"SELECT position, MIN(olympic_gold_medals) AS min_olympic_gold_medals FROM player GROUP BY position",True,OFFLINE,0.0031783580780029297,4,0,0,0,0.8571428571428571,0.75,1.0,3,3,True,
A3,"SELECT position, AVG(age) AS avg_age FROM player GROUP BY position",True,OFFLINE,0.0032215118408203125,4,0,0,0,0.8272344753566352,0.7238301659370558,0.9651068879160745,3,3,True,
J1,"SELECT team.championship, team.location, player.age, player.olympic_gold_medals FROM player JOIN team ON player.team = team.team_name",True,OFFLINE,0.0052263736724853516,864,0,0,0,0.0,0.0,0.0,88,0,False,
J2,"SELECT team.founded_year, team.team_name, player.name, player.team FROM player JOIN team ON player.team = team.team_name",True,OFFLINE,0.005322933197021484,864,0,0,0,0.0,0.0,0.0,88,0,False,
M1,"SELECT player.position, MIN(player.olympic_gold_medals) AS min_player_olympic_gold_medals FROM player JOIN team ON player.team = team.team_name GROUP BY player.position",True,OFFLINE,0.0038483142852783203,4,0,0,0,0.8571428571428571,0.75,1.0,3,3,True,
M2,"SELECT player.position, MIN(player.olympic_gold_medals) AS min_player_olympic_gold_medals FROM player JOIN team ON player.team = team.team_name JOIN owner ON team.ownership = owner.name JOIN city ON team.location = city.city_name GROUP BY player.position",True,OFFLINE,0.0042417049407958984,4,0,0,0,0.6666666666666666,0.5,1.0,2,2,True,
M4,"SELECT nationality, SUM(age) AS sum_age FROM owner WHERE age != 76 AND nba_team != 'Houston Rockets' GROUP BY nationality",True,OFFLINE,0.0038213729858398438,0,0,0,0,0.0,0.0,0.0,0,0,False,
M5,"SELECT nationality, COUNT(*) AS count_all FROM player WHERE name = 'Antonius Cleveland' OR nba_championships >= 0 GROUP BY nationality",True,OFFLINE,0.004826784133911133,21,0,0,0,0.5554139475781267,0.5818622307961328,0.5312655150747299,23,21,True,
M9,"SELECT player.nationality, MIN(player.olympic_gold_medals) AS min_player_olympic_gold_medals FROM player JOIN team ON player.team = team.team_name WHERE player.fiba_world_cup > 0 GROUP BY player.nationality",True,OFFLINE,0.003490447998046875,3,0,0,0,1.0,1.0,1.0,3,3,True,
M10,"SELECT owner.nationality, MAX(player.mvp_awards) AS max_player_mvp_awards FROM player JOIN team ON player.team = team.team_name JOIN owner ON team.ownership = owner.name JOIN city ON team.location = city.city_name WHERE city.population < 1603797 OR team.location != 'Minneapolis' GROUP BY owner.nationality",True,OFFLINE,0.006090641021728516,1,0,0,0,0.0,0.0,0.0,1,0,True,
M21,"SELECT nationality, MIN(age) AS min_age FROM owner WHERE nba_team != 'Cleveland Cavaliers' GROUP BY nationality",True,OFFLINE,0.0026657581329345703,0,0,0,0,0.0,0.0,0.0,0,0,False,
M27,"SELECT team, MIN(olympic_gold_medals) AS min_olympic_gold_medals FROM player WHERE draft_pick < 1 GROUP BY team",True,OFFLINE,0.0035266876220703125,28,0,0,0,0.0,0.0,0.0,29,0,True,
M28,"SELECT nationality, SUM(olympic_gold_medals) AS sum_olympic_gold_medals FROM player WHERE nationality = 'German' AND olympic_gold_medals <= 0 GROUP BY nationality",True,OFFLINE,0.004018545150756836,1,0,0,0,1.0,1.0,1.0,1,1,True,
M33,"SELECT player.draft_pick, team.team_name, player.fiba_world_cup, team.location FROM player JOIN team ON player.team = team.team_name WHERE player.fiba_world_cup > 0",True,OFFLINE,0.0036885738372802734,168,0,0,0,0.0,0.0,0.0,16,0,False,
M34,"SELECT owner.age, team.founded_year, player.name, city.city_name FROM player JOIN team ON player.team = team.team_name JOIN owner ON team.ownership = owner.name JOIN city ON team.location = city.city_name WHERE player.birth_date > '1994/2/2' AND city.population > 715522",True,OFFLINE,0.004151582717895508,182,0,0,0,0.0,0.0,0.0,0,0,False,
