query_id,query_text,success,delta_type,latency_s,result_rows,prompt_tokens,completion_tokens,total_tokens,macro_f1,macro_precision,macro_recall,gt_result_count,matched_rows,is_agg,error
S1,"SELECT area, city_name, gdp FROM city",False,OFFLINE,0.005884885787963867,0,0,0,0,0.0,0.0,0.0,0,0,False,no such column: city_name
S2,"SELECT nba_team, name, own_year FROM owner",False,OFFLINE,0.004031658172607422,0,0,0,0,0.0,0.0,0.0,0,0,False,no such column: name
F1,"SELECT state_name, area, city_name FROM city WHERE area = 375.78",False,OFFLINE,0.0027697086334228516,0,0,0,0,0.0,0.0,0.0,0,0,False,no such column: state_name
F2,"SELECT state_name, area, city_name FROM city WHERE area != 1314.80 AND population = 887642",False,OFFLINE,0.0026502609252929688,0,0,0,0,0.0,0.0,0.0,0,0,False,no such column: state_name
F7,"SELECT age, nba_team, name FROM owner WHERE nba_team != 'Cleveland Cavaliers'",False,OFFLINE,0.002413511276245117,0,0,0,0,0.0,0.0,0.0,0,0,False,no such column: name
F8,"SELECT age, nba_team, name FROM owner WHERE nba_team != 'Golden State Warriors' AND age >= 66",False,OFFLINE,0.0018265247344970703,0,0,0,0,0.0,0.0,0.0,0,0,False,no such column: name
F13,"SELECT mvp_awards, draft_pick, fiba_world_cup FROM player WHERE fiba_world_cup <= 0",True,OFFLINE,0.005021810531616211,1251,0,0,0,0.0,0.0,0.0,121,0,False,
F14,"SELECT position, nationality, age FROM player WHERE age < 91",True,OFFLINE,0.0038595199584960938,1315,0,0,0,0.0,0.0,0.0,126,0,False,
F49,"SELECT founded_year, ownership, team_name FROM team WHERE ownership != '  '",False,OFFLINE,0.0025382041931152344,0,0,0,0,0.0,0.0,0.0,0,0,False,no such column: team_name
F50,"SELECT ownership, championship, founded_year FROM team WHERE founded_year < 1989",False,OFFLINE,0.002298116683959961,0,0,0,0,0.0,0.0,0.0,0,0,False,no such column: championship
A1,"SELECT position, MIN(olympic_gold_medals) AS min_olympic_gold_medals FROM player GROUP BY position",True,OFFLINE,0.0035223960876464844,4,0,0,0,0.8571428571428571,0.75,1.0,3,3,True,
A3,"SELECT position, AVG(age) AS avg_age FROM player GROUP BY position",True,OFFLINE,0.003757953643798828,4,0,0,0,0.8272344753566352,0.7238301659370558,0.9651068879160745,3,3,True,
J1,"SELECT team.championship, team.location, player.age, player.olympic_gold_medals FROM player JOIN team ON player.team = team.team_name",False,OFFLINE,0.0021648406982421875,0,0,0,0,0.0,0.0,0.0,0,0,False,no such column: team.championship
J2,"SELECT team.founded_year, team.team_name, player.name, player.team FROM player JOIN team ON player.team = team.team_name",False,OFFLINE,0.0025517940521240234,0,0,0,0,0.0,0.0,0.0,0,0,False,no such column: player.team
M1,"SELECT player.position, MIN(player.olympic_gold_medals) AS min_player_olympic_gold_medals FROM player JOIN team ON player.team = team.team_name GROUP BY player.position",False,OFFLINE,0.00215911865234375,0,0,0,0,0.0,0.0,0.0,0,0,False,no such column: player.team
M2,"SELECT player.position, MIN(player.olympic_gold_medals) AS min_player_olympic_gold_medals FROM player JOIN team ON player.team = team.team_name JOIN owner ON team.ownership = owner.name JOIN city ON team.location = city.city_name GROUP BY player.position",False,OFFLINE,0.0022950172424316406,0,0,0,0,0.0,0.0,0.0,0,0,False,no such column: player.team
M4,"SELECT nationality, SUM(age) AS sum_age FROM owner WHERE age != 76 AND nba_team != 'Houston Rockets' GROUP BY nationality",True,OFFLINE,0.0026574134826660156,0,0,0,0,0.0,0.0,0.0,0,0,False,
M5,"SELECT nationality, COUNT(*) AS count_all FROM player WHERE name = 'Antonius Cleveland' OR nba_championships >= 0 GROUP BY nationality",False,OFFLINE,0.0029609203338623047,0,0,0,0,0.0,0.0,0.0,0,0,False,no such column: name
