name,team,position,nationality,draft_year
LeBron James,Los Angeles Lakers,Frontcourt,American,2003
LeBron James,Los Angeles Lakers,Frontcourt,American,2003
LeBron James,Los Angeles Lakers,Frontcourt,American,2003
Kyrie Irving,Brooklyn Nets,Frontcourt,American,2011
LeBron James,Los Angeles Lakers,Frontcourt,American,2003
LeBron James,Los Angeles Lakers,Frontcourt,American,2003
LeBron James,Los Angeles Lakers,Frontcourt,American,2003
LeBron James,Los Angeles Lakers,Frontcourt,American,2003
LeBron James,Los Angeles Lakers,Frontcourt,American,2003
Kevin Love,Los Angeles Lakers,Frontcourt,American,2008
Giannis Antetokounmpo,Milwaukee Bucks,Frontcourt,Greek,2013
Stephen Curry,Golden State Warriors,Frontcourt,American,2009
LeBron James,Los Angeles Lakers,Frontcourt,American,2003
Peteriston,San Antonio,Frontcourt,American,2013
LeBron James,Los Angeles Lakers,Frontcourt,American,2003
LeBron James,Los Angeles Lakers,Frontcourt,American,2003
Kevon Looney,Golden State Warriors,Frontcourt,American,2014
Zach LaVine,Minnesota Timberwolves,Frontcourt,American,2014
LeBron James,Los Angeles Lakers,Frontcourt,American,2003
LeBron James,Los Angeles Lakers,Frontcourt,American,2003
LeBron James,Los Angeles Lakers,Frontcourt,American,2003
Devin Booker,Kentucky,Frontcourt,American,2015
LeBron James,Los Angeles Lakers,Frontcourt,American,2003
LeBron James,Los Angeles Lakers,Frontcourt,American,2003
Zach Collins,San Antonio Spurs,Frontcourt,American,2017
Ausar XLNC Thompson,Detroit Pistons,Frontcourt,American,2023
Shaquille O'Neal,Orlando Magic,Frontcourt,American,1992
LeBron James,Los Angeles Lakers,Frontcourt,American,2003
LeBron James,Los Angeles Lakers,Frontcourt,American,2003
Harrison Barnes,Sacramento Kings,Frontcourt,American,2010
LeBron James,Los Angeles Lakers,Frontcourt,American,2003
LeBron James,Los Angeles Lakers,Frontcourt,American,2003
LeBron James,Los Angeles Lakers,Frontcourt,American,2003
LeBron James,Los Angeles Lakers,Frontcourt,American,2003
LeBron James,Los Angeles Lakers,Frontcourt,American,2003
Gerald Madkins Jr.,New York Knicks,Frontcourt,American,None
LeBron James,Los Angeles Lakers,Frontcourt,American,2003
LeBron James,Los Angeles Lakers,Frontcourt,American,2003
LeBron James,Los Angeles Lakers,Frontcourt,American,2003
LeBron James,Los Angeles Lakers,Frontcourt,American,2003
LeBron James,Los Angeles Lakers,Frontcourt,American,2003
LeBron James,Los Angeles Lakers,Frontcourt,American,2003
LeBron James,Los Angeles Lakers,Frontcourt,American,2003
LeBron James,Los Angeles Lakers,Frontcourt,American,2003
LeBron James,Los Angeles Lakers,Frontcourt,American,2003
LeBron James,Los Angeles Lakers,Frontcourt,American,2003
Isiah Thomas,Detroit Pistons,Frontcourt,American,1981
LeBron James,Los Angeles Lakers,Frontcourt,American,2003
Okafor,Brooklyn Nets,Frontcourt,American,2011
LeBron James,Los Angeles Lakers,Frontcourt,American,2003
LeBron James,Los Angeles Lakers,Frontcourt,American,2003
LeBron James,Los Angeles Lakers,Frontcourt,American,2003
LeBron James,Los Angeles Lakers,Frontcourt,American,2003
LeBron James,Los Angeles Lakers,Frontcourt,American,2003
Tim Duncan,San Antonio Spurs,Frontcourt,American,1997
LeBron James,Los Angeles Lakers,Frontcourt,American,2003
LeBron James,Los Angeles Lakers,Frontcourt,American,2003
LeBron James,Los Angeles Lakers,Frontcourt,American,2003
LeBron James,Los Angeles Lakers,Frontcourt,American,2003
Cal Ramsey,New York Knicks,Frontcourt,American,1959
LeBron James,Los Angeles Lakers,Frontcourt,American,2003
LeBron James,Los Angeles Lakers,Frontcourt,American,2003
LeBron James,Los Angeles Lakers,Frontcourt,American,2003
Edwards,Minnesota Timberwolves,Frontcourt,American,2021
LeBron James,Los Angeles Lakers,Frontcourt,American,2003
LeBron James,Los Angeles Lakers,Frontcourt,American,2003
LeBron James,Los Angeles Lakers,Frontcourt,American,2003
LeBron James,Los Angeles Lakers,Frontcourt,American,2003
LeBron James,Los Angeles Lakers,Frontcourt,American,2003
LeBron James,Los Angeles Lakers,Frontcourt,American,2003
LeBron James,Los Angeles Lakers,Frontcourt,American,2003
LeBron James,Los Angeles Lakers,Frontcourt,American,2003
Kevin Durant,Brooklyn Nets,Frontcourt,American,2007
Aaron Williams,New Orleans/Oklahoma City Hornets,Frontcourt,American,None
LeBron James,Los Angeles Lakers,Frontcourt,American,2003
LeBron James,Los Angeles Lakers,Frontcourt,American,2003
LeBron James,Los Angeles Lakers,Frontcourt,American,2003
LeBron James,Los Angeles Lakers,Frontcourt,American,2003
LeBron James,Los Angeles Lakers,Frontcourt,American,2003
LeBron James,Los Angeles Lakers,Frontcourt,American,2003
LeBron James,Los Angeles Lakers,Frontcourt,American,2003
LeBron James,Los Angeles Lakers,Frontcourt,American,2003
LeBron James,Los Angeles Lakers,Frontcourt,American,2003
LeBron James,Los Angeles Lakers,Frontcourt,American,2003
LeBron James,Los Angeles Lakers,Frontcourt,American,2003
LeBron James,Los Angeles Lakers,Frontcourt,American,2003
LeBron James,Los Angeles Lakers,Frontcourt,American,2003
LeBron James,Los Angeles Lakers,Frontcourt,American,2003
LeBron James,Los Angeles Lakers,Frontcourt,American,2003
LeBron James,Los Angeles Lakers,Frontcourt,American,2003
LeBron James,Los Angeles Lakers,Frontcourt,American,2003
LeBron James,Los Angeles Lakers,Frontcourt,American,2003
LeBron James,Los Angeles Lakers,Frontcourt,American,2003
LeBron James,Los Angeles Lakers,Frontcourt,American,2003
LeBron James,Los Angeles Lakers,Frontcourt,American,2003
LeBron James,Los Angeles Lakers,Frontcourt,American,2003
LeBron James,Los Angeles Lakers,Frontcourt,American,2003
LeBron James,Los Angeles Lakers,Frontcourt,American,2003
LeBron James,Los Angeles Lakers,Frontcourt,American,2003
LeBron James,Los Angeles Lakers,Frontcourt,American,2003
LeBron James,Los Angeles Lakers,Frontcourt,American,2003
LeBron James,Los Angeles Lakers,Frontcourt,American,2003
LeBron James,Los Angeles Lakers,Frontcourt,American,2003
LeBron James,Los Angeles Lakers,Frontcourt,American,2003
LeBron James,Los Angeles Lakers,Frontcourt,American,2003
LeBron James,Los Angeles Lakers,Frontcourt,American,2003
LeBron James,Los Angeles Lakers,Frontcourt,American,2003
LeBron James,Los Angeles Lakers,Frontcourt,American,2003
LeBron James,Los Angeles Lakers,Frontcourt,American,2003
LeBron James,Los Angeles Lakers,Frontcourt,American,2003
LeBron James,Los Angeles Lakers,Frontcourt,American,2003
LeBron James,Los Angeles Lakers,Frontcourt,American,2003
LeBron James,Los Angeles Lakers,Frontcourt,American,2003
LeBron James,Los Angeles Lakers,Frontcourt,American,2003
LeBron James,Los Angeles Lakers,Frontcourt,American,2003
LeBron James,Los Angeles Lakers,Frontcourt,American,2003
LeBron James,Los Angeles Lakers,Frontcourt,American,2003
