query_id,query_text,success,delta_type,latency_s,result_rows,prompt_tokens,completion_tokens,total_tokens,macro_f1,macro_precision,macro_recall,gt_result_count,matched_rows,is_agg,error
Q1,"SELECT player.name, player.nationality, player.age, team.team_name, team.location
FROM player
JOIN team ON player.team = team.team_name;",True,join_alignment,0.5674610137939453,71,0,0,0,0.5333333333333333,0.5971830985915493,0.48181818181818176,88,59,False,
Q2,"SELECT player.name, player.position, team.team_name, team.founded_year
FROM player
JOIN team ON player.team = team.team_name
WHERE player.age > 25;",True,join_alignment,0.2609550952911377,41,0,0,0,0.4025423728813559,0.5792682926829269,0.3084415584415584,77,35,False,
Q3,"SELECT player.name, player.draft_pick, player.college, team.team_name
FROM player
JOIN team ON player.team = team.team_name
WHERE player.draft_pick >= 0;",True,row_delta,1.8824899196624756,66,0,0,0,0.565359477124183,0.6553030303030303,0.49712643678160917,87,54,False,
Q4,"SELECT team.team_name, team.location, city.city_name, city.state_name
FROM team
JOIN city ON team.location = city.city_name;",True,join_alignment,2.9398598670959473,26,93,7,100,0.8518518518518519,0.8846153846153846,0.8214285714285714,28,23,False,
Q5,"SELECT player.name, team.team_name, city.city_name, city.state_name
FROM player
JOIN team ON player.team = team.team_name
JOIN city ON team.location = city.city_name;",True,join_alignment,0.6946492195129395,57,93,7,100,0.513986013986014,0.6447368421052632,0.4273255813953489,86,44,False,
Q6,"SELECT player.name, player.position, city.city_name, city.population
FROM player
JOIN team ON player.team = team.team_name
JOIN city ON team.location = city.city_name
WHERE player.age < 35;",True,join_alignment,0.7617018222808838,25,93,7,100,0.4508196721311476,0.55,0.3819444444444445,36,21,False,
Q7,"SELECT player.name, player.college, team.team_name, city.gdp
FROM player
JOIN team ON player.team = team.team_name
JOIN city ON team.location = city.city_name
WHERE player.draft_pick > 0;",True,row_delta,2.2082111835479736,52,93,7,100,0.3780487804878049,0.44711538461538464,0.3274647887323944,71,39,False,
Q8,"SELECT player.name, player.birth_date, team.team_name, city.area
FROM player
JOIN team ON player.team = team.team_name
JOIN city ON team.location = city.city_name
WHERE city.area > 100;",True,join_alignment,0.8713827133178711,45,93,7,100,0.45089285714285715,0.5611111111111111,0.3768656716417911,67,32,False,
Q9,"SELECT city.city_name, city.state_name, team.team_name, player.name
FROM city
JOIN team ON city.city_name = team.location
JOIN player ON player.team = team.team_name
WHERE player.age < 40;",True,join_alignment,0.90409255027771,33,93,3,96,0.5499999999999999,0.6666666666666666,0.4680851063829787,47,28,False,
Q10,"SELECT city.city_name, city.state_name, team.team_name, player.name, player.college
FROM city
JOIN team ON city.city_name = team.location
JOIN player ON player.team = team.team_name
WHERE player.age > 20;",True,join_alignment,0.8233282566070557,36,93,3,96,0.3639344262295082,0.6166666666666666,0.25813953488372093,86,36,False,
