query_id,query_text,success,delta_type,latency_s,result_rows,prompt_tokens,completion_tokens,total_tokens,macro_f1,macro_precision,macro_recall,gt_result_count,matched_rows,is_agg,error
Q1,"SELECT player.name, player.nationality, player.age, team.team_name, team.location
FROM player
JOIN team ON player.team = team.team_name;",True,OFFLINE,0.011236429214477539,0,0,0,0,0.0,0.0,0.0,0,0,False,
Q2,"SELECT player.name, player.position, team.team_name, team.founded_year
FROM player
JOIN team ON player.team = team.team_name
WHERE player.age > 25;",True,OFFLINE,0.006331682205200195,0,0,0,0,0.0,0.0,0.0,0,0,False,
Q3,"SELECT player.name, player.draft_pick, player.college, team.team_name
FROM player
JOIN team ON player.team = team.team_name
WHERE player.draft_pick >= 0;",True,OFFLINE,0.006324291229248047,0,0,0,0,0.0,0.0,0.0,0,0,False,
Q4,"SELECT team.team_name, team.location, city.city_name, city.state_name
FROM team
JOIN city ON team.location = city.city_name;",True,OFFLINE,0.006018161773681641,0,0,0,0,0.0,0.0,0.0,0,0,False,
Q5,"SELECT player.name, team.team_name, city.city_name, city.state_name
FROM player
JOIN team ON player.team = team.team_name
JOIN city ON team.location = city.city_name;",True,OFFLINE,0.006912946701049805,0,0,0,0,0.0,0.0,0.0,0,0,False,
Q6,"SELECT player.name, player.position, city.city_name, city.population
FROM player
JOIN team ON player.team = team.team_name
JOIN city ON team.location = city.city_name
WHERE player.age < 35;",True,OFFLINE,0.0062770843505859375,0,0,0,0,0.0,0.0,0.0,0,0,False,
Q7,"SELECT player.name, player.college, team.team_name, city.gdp
FROM player
JOIN team ON player.team = team.team_name
JOIN city ON team.location = city.city_name
WHERE player.draft_pick > 0;",True,OFFLINE,0.008252382278442383,0,0,0,0,0.0,0.0,0.0,0,0,False,
Q8,"SELECT player.name, player.birth_date, team.team_name, city.area
FROM player
JOIN team ON player.team = team.team_name
JOIN city ON team.location = city.city_name
WHERE city.area > 100;",True,OFFLINE,0.0059871673583984375,0,0,0,0,0.0,0.0,0.0,0,0,False,
Q9,"SELECT city.city_name, city.state_name, team.team_name, player.name
FROM city
JOIN team ON city.city_name = team.location
JOIN player ON player.team = team.team_name
WHERE player.age < 40;",True,OFFLINE,0.008957624435424805,0,0,0,0,0.0,0.0,0.0,0,0,False,
Q10,"SELECT city.city_name, city.state_name, team.team_name, player.name, player.college
FROM city
JOIN team ON city.city_name = team.location
JOIN player ON player.team = team.team_name
WHERE player.age > 20;",True,OFFLINE,0.008097410202026367,0,0,0,0,0.0,0.0,0.0,0,0,False,
