query_id,query_text,success,delta_type,latency_s,result_rows,prompt_tokens,completion_tokens,total_tokens,macro_f1,macro_precision,macro_recall,gt_result_count,matched_rows,is_agg,error
Q1,"SELECT player.name, player.nationality, player.age, team.team_name, team.location
FROM player
JOIN team ON player.team = team.team_name;",True,join_alignment,1.1472032070159912,72,90,4,94,0.47750000000000004,0.5305555555555556,0.4340909090909091,88,52,False,
Q2,"SELECT player.name, player.position, team.team_name, team.founded_year
FROM player
JOIN team ON player.team = team.team_name
WHERE player.age > 25;",True,join_alignment,0.6202692985534668,28,90,4,94,0.29523809523809524,0.5535714285714286,0.20129870129870128,77,22,False,
Q3,"SELECT player.name, player.draft_pick, player.college, team.team_name
FROM player
JOIN team ON player.team = team.team_name
WHERE player.draft_pick >= 0;",True,row_delta,1978.5142426490784,68,10896345,162816,11059161,0.5161290322580645,0.5882352941176471,0.45977011494252873,87,51,False,
Q4,"SELECT team.team_name, team.location, city.city_name, city.state_name
FROM team
JOIN city ON team.location = city.city_name;",True,join_alignment,0.5601789951324463,23,90,7,97,0.7254901960784315,0.8043478260869565,0.6607142857142858,28,19,False,
Q5,"SELECT player.name, team.team_name, city.city_name, city.state_name
FROM player
JOIN team ON player.team = team.team_name
JOIN city ON team.location = city.city_name;",True,join_alignment,1.0171267986297607,56,180,11,191,0.5316901408450705,0.6741071428571428,0.438953488372093,86,44,False,
Q6,"SELECT player.name, player.position, city.city_name, city.population
FROM player
JOIN team ON player.team = team.team_name
JOIN city ON team.location = city.city_name
WHERE player.age < 35;",True,join_alignment,1.0465927124023438,24,180,11,191,0.44999999999999996,0.5625,0.375,36,19,False,
Q7,"SELECT player.name, player.college, team.team_name, city.gdp
FROM player
JOIN team ON player.team = team.team_name
JOIN city ON team.location = city.city_name
WHERE player.draft_pick > 0;",True,row_delta,2415.585240125656,54,14760728,182445,14943173,0.356,0.41203703703703703,0.31338028169014087,71,40,False,
Q8,"SELECT player.name, player.birth_date, team.team_name, city.area
FROM player
JOIN team ON player.team = team.team_name
JOIN city ON team.location = city.city_name
WHERE city.area > 100;",True,join_alignment,0.9585621356964111,46,180,11,191,0.4690265486725664,0.5760869565217391,0.39552238805970147,67,34,False,
Q9,"SELECT city.city_name, city.state_name, team.team_name, player.name
FROM city
JOIN team ON city.city_name = team.location
JOIN player ON player.team = team.team_name
WHERE player.age < 40;",True,join_alignment,0.9954380989074707,32,180,11,191,0.569620253164557,0.703125,0.4787234042553192,47,29,False,
Q10,"SELECT city.city_name, city.state_name, team.team_name, player.name, player.college
FROM city
JOIN team ON city.city_name = team.location
JOIN player ON player.team = team.team_name
WHERE player.age > 20;",True,join_alignment,0.9702837467193604,35,180,11,191,0.35702479338842974,0.6171428571428572,0.25116279069767444,86,34,False,
